experiment,role,sample_id,group_id
fold_5,meta_fit,s005733,g005705
fold_5,meta_fit,s005734,g005705
fold_5,meta_fit,s005735,g005705
fold_5,meta_fit,s005736,g005705
fold_5,meta_fit,s005737,g005705
fold_5,meta_fit,s005738,g005705
fold_5,meta_fit,s005739,g005705
fold_5,meta_fit,s005740,g005705
fold_5,meta_fit,s005741,g005705
fold_5,meta_fit,s005742,g005705
fold_5,meta_fit,s005743,g005705
fold_5,meta_fit,s005744,g005705
fold_5,meta_fit,s005745,g005705
fold_5,meta_fit,s005746,g005705
fold_5,meta_fit,s005747,g005705
fold_5,meta_fit,s005748,g005705
fold_5,meta_fit,s005749,g005705
fold_5,meta_fit,s005750,g005705
fold_5,meta_fit,s005751,g005705
fold_5,meta_fit,s005752,g005705
fold_5,meta_fit,s005753,g005705
fold_5,meta_fit,s005754,g005705
fold_5,meta_fit,s005755,g005705
fold_5,meta_fit,s005756,g005705
fold_5,meta_fit,s005757,g005705
fold_5,meta_fit,s005758,g005705
fold_5,meta_fit,s005759,g005705
fold_5,meta_fit,s005760,g005705
fold_5,meta_fit,s005761,g005705
fold_5,meta_fit,s005762,g005705
fold_5,meta_fit,s005763,g005705
fold_5,meta_fit,s005764,g005705
fold_5,meta_fit,s005765,g005705
fold_5,meta_fit,s005766,g005705
fold_5,meta_fit,s005924,g005923
fold_5,meta_fit,s005925,g005923
fold_5,meta_fit,s005926,g005923
fold_5,meta_fit,s005927,g005926
fold_5,meta_fit,s005928,g005926
fold_5,meta_fit,s005929,g005926
fold_5,meta_fit,s005930,g005926
fold_5,meta_fit,s005931,g005926
fold_5,meta_fit,s005932,g005926
fold_5,meta_fit,s005933,g005926
fold_5,meta_fit,s005934,g005926
fold_5,meta_fit,s005935,g005926
fold_5,meta_fit,s005936,g005926
fold_5,meta_fit,s005937,g005926
fold_5,meta_fit,s005938,g005926
fold_5,meta_fit,s005939,g005926
fold_5,meta_fit,s005940,g005926
fold_5,meta_fit,s005941,g005926
fold_5,meta_fit,s005942,g005926
fold_5,meta_fit,s005943,g005926
fold_5,meta_fit,s005944,g005926
fold_5,meta_fit,s005945,g005926
fold_5,meta_fit,s005946,g005926
fold_5,meta_fit,s005947,g005926
fold_5,meta_fit,s005948,g005926
fold_5,meta_fit,s005949,g005926
fold_5,meta_fit,s005950,g005926
fold_5,meta_fit,s005951,g005926
fold_5,meta_fit,s005952,g005926
fold_5,meta_fit,s005953,g005926
fold_5,meta_fit,s005954,g005926
fold_5,meta_fit,s005955,g005926
fold_5,meta_fit,s005956,g005926
fold_5,meta_fit,s005957,g005926
fold_5,meta_fit,s005958,g005926
fold_5,meta_fit,s005959,g005926
fold_5,meta_fit,s005960,g005926
fold_5,meta_fit,s005961,g005926
fold_5,meta_fit,s005962,g005926
fold_5,meta_fit,s005963,g005926
fold_5,meta_fit,s005964,g005926
fold_5,meta_fit,s005965,g005926
fold_5,meta_fit,s005966,g005926
fold_5,meta_fit,s005967,g005926
fold_5,meta_fit,s005968,g005926
fold_5,meta_fit,s005969,g005926
fold_5,meta_fit,s005970,g005926
fold_5,meta_fit,s005971,g005926
fold_5,meta_fit,s005972,g005926
fold_5,meta_fit,s005973,g005926
fold_5,meta_fit,s005974,g005926
fold_5,meta_fit,s005975,g005926
fold_5,meta_fit,s005976,g005926
fold_5,meta_fit,s005977,g005926
fold_5,meta_fit,s005978,g005926
fold_5,meta_fit,s005979,g005926
fold_5,meta_fit,s005980,g005926
fold_5,meta_fit,s005981,g005926
fold_5,meta_fit,s005982,g005926
fold_5,meta_fit,s005983,g005926
fold_5,meta_fit,s005984,g005926
fold_5,meta_fit,s005985,g005926
fold_5,meta_fit,s005986,g005926
fold_5,meta_fit,s005987,g005926
fold_5,meta_fit,s005988,g005926
fold_5,meta_fit,s005989,g005926
fold_5,meta_fit,s005990,g005926
fold_5,meta_fit,s005991,g005926
fold_5,meta_fit,s005992,g005926
fold_5,meta_fit,s005993,g005926
fold_5,meta_fit,s005994,g005993
fold_5,meta_fit,s005995,g005993
fold_5,meta_fit,s005996,g005993
fold_5,meta_fit,s005997,g005993
fold_5,meta_fit,s005998,g005993
fold_5,meta_fit,s005999,g005993
fold_5,meta_fit,s006000,g005993
fold_5,meta_fit,s006001,g005993
fold_5,meta_fit,s006002,g005993
fold_5,meta_fit,s006003,g005993
fold_5,meta_fit,s006004,g005993
fold_5,meta_fit,s006005,g005993
fold_5,meta_fit,s006006,g005993
fold_5,meta_fit,s006007,g005993
fold_5,meta_fit,s006008,g005993
fold_5,meta_fit,s006009,g005993
fold_5,meta_fit,s006010,g005993
fold_5,meta_fit,s006011,g005993
fold_5,meta_fit,s006012,g005993
fold_5,meta_fit,s006013,g005993
fold_5,meta_fit,s006014,g005993
fold_5,meta_fit,s006015,g005993
fold_5,meta_fit,s006016,g005993
fold_5,meta_fit,s006017,g005993
fold_5,meta_fit,s006018,g005993
fold_5,meta_fit,s006019,g005993
fold_5,meta_fit,s006020,g005993
fold_5,meta_fit,s006021,g005993
fold_5,meta_fit,s006022,g005993
fold_5,meta_fit,s006023,g005993
fold_5,meta_fit,s006024,g005993
fold_5,meta_fit,s006025,g005993
fold_5,meta_fit,s006026,g005993
fold_5,meta_fit,s006027,g005993
fold_5,meta_fit,s006028,g005993
fold_5,meta_fit,s006029,g005993
fold_5,meta_fit,s006030,g005993
fold_5,meta_fit,s006031,g005993
fold_5,meta_fit,s006032,g005993
fold_5,meta_fit,s006033,g005993
fold_5,meta_fit,s006034,g005993
fold_5,meta_fit,s006035,g005993
fold_5,meta_fit,s006036,g005993
fold_5,meta_fit,s006037,g005993
fold_5,meta_fit,s006038,g005993
fold_5,meta_fit,s006039,g005993
fold_5,meta_fit,s006040,g005993
fold_5,meta_fit,s006041,g005993
fold_5,meta_fit,s006042,g005993
fold_5,meta_fit,s006043,g005993
fold_5,meta_fit,s006044,g005993
fold_5,meta_fit,s006045,g005993
fold_5,meta_fit,s006046,g005993
fold_5,meta_fit,s006047,g005993
fold_5,meta_fit,s006048,g005993
fold_5,meta_fit,s006049,g005993
fold_5,meta_fit,s006050,g005993
fold_5,meta_fit,s006051,g005993
fold_5,meta_fit,s006052,g005993
fold_5,meta_fit,s006053,g005993
fold_5,meta_fit,s006054,g005993
fold_5,meta_fit,s006055,g005993
fold_5,meta_fit,s006432,g006431
fold_5,meta_fit,s006433,g006431
fold_5,meta_fit,s006434,g006431
fold_5,meta_fit,s006435,g006431
fold_5,meta_fit,s006436,g006431
fold_5,meta_fit,s006437,g006431
fold_5,meta_fit,s006438,g006431
fold_5,meta_fit,s006439,g006431
fold_5,meta_fit,s006440,g006431
fold_5,meta_fit,s006441,g006431
fold_5,meta_fit,s006442,g006431
fold_5,meta_fit,s006443,g006431
fold_5,meta_fit,s006444,g006431
fold_5,meta_fit,s006445,g006431
fold_5,meta_fit,s006446,g006431
fold_5,meta_fit,s006447,g006431
fold_5,meta_fit,s006448,g006431
fold_5,meta_fit,s006449,g006431
fold_5,meta_fit,s006450,g006431
fold_5,meta_fit,s006451,g006431
fold_5,meta_fit,s006452,g006431
fold_5,meta_fit,s006453,g006431
fold_5,meta_fit,s006454,g006431
fold_5,meta_fit,s006455,g006431
fold_5,meta_fit,s006456,g006431
fold_5,meta_fit,s006457,g006431
fold_5,meta_fit,s006458,g006431
fold_5,meta_fit,s006459,g006431
fold_5,meta_fit,s006460,g006431
fold_5,meta_fit,s006461,g006431
fold_5,meta_fit,s006462,g006431
fold_5,meta_fit,s006463,g006431
fold_5,meta_fit,s006464,g006431
fold_5,meta_fit,s006465,g006431
fold_5,meta_fit,s006466,g006431
fold_5,meta_fit,s006467,g006431
fold_5,meta_fit,s006468,g006431
fold_5,meta_fit,s006469,g006431
fold_5,meta_fit,s006470,g006431
fold_5,meta_fit,s006471,g006431
fold_5,meta_fit,s006472,g006431
fold_5,meta_fit,s006473,g006431
fold_5,meta_fit,s006474,g006431
fold_5,meta_fit,s006475,g006431
fold_5,meta_fit,s006476,g006431
fold_5,meta_fit,s006477,g006431
fold_5,meta_fit,s006478,g006431
fold_5,meta_fit,s006479,g006431
fold_5,meta_fit,s006480,g006431
fold_5,meta_fit,s006481,g006431
fold_5,meta_fit,s006482,g006431
fold_5,meta_fit,s006483,g006431
fold_5,meta_fit,s006484,g006431
fold_5,meta_fit,s006485,g006431
fold_5,meta_fit,s006486,g006431
fold_5,meta_fit,s006487,g006431
fold_5,meta_fit,s006488,g006431
fold_5,meta_fit,s006489,g006431
fold_5,meta_fit,s006490,g006431
fold_5,meta_fit,s006491,g006431
fold_5,meta_fit,s006492,g006431
fold_5,meta_fit,s006493,g006431
fold_5,meta_fit,s006494,g006431
fold_5,meta_fit,s006495,g006431
fold_5,meta_fit,s006496,g006431
fold_5,meta_fit,s006497,g006431
fold_5,meta_fit,s006498,g006431
fold_5,meta_fit,s006499,g006431
fold_5,meta_fit,s006500,g006431
fold_5,meta_fit,s006501,g006431
fold_5,meta_fit,s006502,g006431
fold_5,meta_fit,s006503,g006431
fold_5,meta_fit,s006504,g006431
fold_5,meta_fit,s007015,g007014
fold_5,meta_fit,s007016,g007014
fold_5,meta_fit,s007017,g007014
fold_5,meta_fit,s007018,g007014
fold_5,meta_fit,s007019,g007014
fold_5,meta_fit,s007020,g007014
fold_5,meta_fit,s007021,g007014
fold_5,meta_fit,s007022,g007014
fold_5,meta_fit,s007023,g007014
fold_5,meta_fit,s007024,g007014
fold_5,meta_fit,s007025,g007014
fold_5,meta_fit,s007026,g007014
fold_5,meta_fit,s007027,g007014
fold_5,meta_fit,s007028,g007014
fold_5,meta_fit,s007029,g007014
fold_5,meta_fit,s007030,g007014
fold_5,meta_fit,s007031,g007014
fold_5,meta_fit,s007032,g007014
fold_5,meta_fit,s007033,g007014
fold_5,meta_fit,s007034,g007014
fold_5,meta_fit,s007035,g007014
fold_5,meta_fit,s007125,g007124
fold_5,meta_fit,s007126,g007124
fold_5,meta_fit,s007127,g007124
fold_5,meta_fit,s007128,g007124
fold_5,meta_fit,s007129,g007124
fold_5,meta_fit,s007130,g007124
fold_5,meta_fit,s007131,g007124
fold_5,meta_fit,s007132,g007124
fold_5,meta_fit,s007133,g007124
fold_5,meta_fit,s007134,g007124
fold_5,meta_fit,s007135,g007124
fold_5,meta_fit,s007136,g007124
fold_5,meta_fit,s007137,g007124
fold_5,meta_fit,s007138,g007124
fold_5,meta_fit,s007139,g007124
fold_5,meta_fit,s007140,g007124
fold_5,meta_fit,s007141,g007124
fold_5,meta_fit,s007142,g007124
fold_5,meta_fit,s007143,g007124
fold_5,meta_fit,s007144,g007124
fold_5,meta_fit,s007145,g007124
fold_5,meta_fit,s007146,g007124
fold_5,meta_fit,s007147,g007124
fold_5,meta_fit,s007148,g007124
fold_5,meta_fit,s007149,g007124
fold_5,meta_fit,s007150,g007124
fold_5,meta_fit,s007151,g007124
fold_5,meta_fit,s007152,g007124
fold_5,meta_fit,s007153,g007124
fold_5,meta_fit,s007154,g007124
fold_5,meta_fit,s007155,g007124
fold_5,meta_fit,s007156,g007124
fold_5,meta_fit,s007157,g007124
fold_5,meta_fit,s007158,g007124
fold_5,meta_fit,s007159,g007124
fold_5,meta_fit,s007160,g007124
fold_5,meta_fit,s007161,g007124
fold_5,meta_fit,s007162,g007124
fold_5,meta_fit,s007163,g007124
fold_5,meta_fit,s007164,g007124
fold_5,meta_fit,s007165,g007124
fold_5,meta_fit,s007166,g007124
fold_5,meta_fit,s007167,g007124
fold_5,meta_fit,s007168,g007124
fold_5,meta_fit,s007169,g007124
fold_5,meta_fit,s007170,g007124
fold_5,meta_fit,s007171,g007124
fold_5,meta_fit,s007172,g007124
fold_5,meta_fit,s007173,g007124
fold_5,meta_fit,s007174,g007124
fold_5,meta_fit,s007175,g007124
fold_5,meta_fit,s007176,g007124
fold_5,meta_fit,s007177,g007124
fold_5,meta_fit,s007178,g007124
fold_5,meta_fit,s007179,g007124
fold_5,meta_fit,s007180,g007124
fold_5,meta_fit,s007181,g007124
fold_5,meta_fit,s007182,g007124
fold_5,meta_fit,s007183,g007124
fold_5,meta_fit,s007184,g007124
fold_5,meta_fit,s007185,g007124
fold_5,meta_fit,s007186,g007124
fold_5,meta_fit,s007187,g007124
fold_5,meta_fit,s007188,g007124
fold_5,meta_fit,s007189,g007124
fold_5,meta_fit,s007190,g007124
fold_5,meta_fit,s007191,g007124
fold_5,meta_fit,s007192,g007124
fold_5,meta_fit,s007193,g007124
fold_5,meta_fit,s007194,g007124
fold_5,meta_fit,s007195,g007124
fold_5,meta_fit,s007196,g007124
fold_5,meta_fit,s007197,g007124
fold_5,meta_fit,s007198,g007197
fold_5,meta_fit,s007199,g007197
fold_5,meta_fit,s007200,g007197
fold_5,meta_fit,s007201,g007197
fold_5,meta_fit,s007202,g007197
fold_5,meta_fit,s007203,g007197
fold_5,meta_fit,s007204,g007197
fold_5,meta_fit,s007205,g007197
fold_5,meta_fit,s007206,g007197
fold_5,meta_fit,s007207,g007197
fold_5,meta_fit,s007208,g007197
fold_5,meta_fit,s007209,g007197
fold_5,meta_fit,s007210,g007197
fold_5,meta_fit,s007211,g007197
fold_5,meta_fit,s007212,g007197
fold_5,meta_fit,s007213,g007197
fold_5,meta_fit,s007214,g007197
fold_5,meta_fit,s007215,g007197
fold_5,meta_fit,s007216,g007197
fold_5,meta_fit,s007217,g007197
fold_5,meta_fit,s007218,g007197
fold_5,meta_fit,s007219,g007197
fold_5,meta_fit,s007220,g007197
fold_5,meta_fit,s007221,g007197
fold_5,meta_fit,s007222,g007197
fold_5,meta_fit,s007223,g007197
fold_5,meta_fit,s007224,g007197
fold_5,meta_fit,s007225,g007197
fold_5,meta_fit,s007226,g007197
fold_5,meta_fit,s007227,g007197
fold_5,meta_fit,s007228,g007197
fold_5,meta_fit,s007229,g007197
fold_5,meta_fit,s007230,g007197
fold_5,meta_fit,s007231,g007197
fold_5,meta_fit,s007232,g007197
fold_5,meta_fit,s007233,g007197
fold_5,meta_fit,s007234,g007197
fold_5,meta_fit,s007235,g007197
fold_5,meta_fit,s007236,g007197
fold_5,meta_fit,s007237,g007197
fold_5,meta_fit,s007238,g007197
fold_5,meta_fit,s007239,g007197
fold_5,meta_fit,s007240,g007197
fold_5,meta_fit,s007241,g007197
fold_5,meta_fit,s007242,g007197
fold_5,meta_fit,s007243,g007197
fold_5,meta_fit,s007244,g007197
fold_5,meta_fit,s007245,g007197
fold_5,meta_fit,s007246,g007197
fold_5,meta_fit,s007247,g007197
fold_5,meta_fit,s007248,g007197
fold_5,meta_fit,s007249,g007197
fold_5,meta_fit,s007250,g007197
fold_5,meta_fit,s007251,g007197
fold_5,meta_fit,s007252,g007197
fold_5,meta_fit,s007253,g007197
fold_5,meta_fit,s007254,g007197
fold_5,meta_fit,s007255,g007197
fold_5,meta_fit,s007256,g007197
fold_5,meta_fit,s007257,g007197
fold_5,meta_fit,s007258,g007197
fold_5,meta_fit,s007259,g007197
fold_5,meta_fit,s007260,g007197
fold_5,meta_fit,s007261,g007197
fold_5,meta_fit,s007262,g007197
fold_5,meta_fit,s007263,g007197
fold_5,meta_fit,s007264,g007197
fold_5,meta_fit,s007265,g007197
fold_5,meta_fit,s007266,g007197
fold_5,meta_fit,s007267,g007197
fold_5,meta_fit,s007268,g007197
fold_5,meta_fit,s007269,g007197
fold_5,meta_fit,s007270,g007197
fold_5,meta_fit,s007271,g007197
fold_5,meta_fit,s007272,g007197
fold_5,meta_fit,s007273,g007197
fold_5,meta_fit,s007274,g007197
fold_5,meta_fit,s007275,g007197
fold_5,meta_fit,s007276,g007197
fold_5,meta_fit,s007277,g007197
fold_5,meta_fit,s007278,g007197
fold_5,meta_fit,s007279,g007197
fold_5,meta_fit,s007280,g007197
fold_5,meta_fit,s007281,g007197
fold_5,meta_fit,s007282,g007197
fold_5,meta_fit,s007283,g007197
fold_5,meta_fit,s007284,g007197
fold_5,meta_fit,s007285,g007197
fold_5,meta_fit,s007286,g007197
fold_5,meta_fit,s007287,g007197
fold_5,meta_fit,s007288,g007197
fold_5,meta_fit,s007456,g007455
fold_5,meta_fit,s007457,g007455
fold_5,meta_fit,s007458,g007455
fold_5,meta_fit,s007459,g007455
fold_5,meta_fit,s007460,g007455
fold_5,meta_fit,s007461,g007455
fold_5,meta_fit,s007462,g007455
fold_5,meta_fit,s007463,g007455
fold_5,meta_fit,s007464,g007455
fold_5,meta_fit,s007465,g007455
fold_5,meta_fit,s007466,g007455
fold_5,meta_fit,s007467,g007455
fold_5,meta_fit,s007468,g007455
fold_5,meta_fit,s007469,g007455
fold_5,meta_fit,s007470,g007455
fold_5,meta_fit,s007471,g007455
fold_5,meta_fit,s007472,g007455
fold_5,meta_fit,s007473,g007455
fold_5,meta_fit,s007474,g007455
fold_5,meta_fit,s007475,g007455
fold_5,meta_fit,s007476,g007455
fold_5,meta_fit,s007477,g007455
fold_5,meta_fit,s007478,g007455
fold_5,meta_fit,s007479,g007455
fold_5,meta_fit,s007480,g007455
fold_5,meta_fit,s007481,g007455
fold_5,meta_fit,s007482,g007455
fold_5,meta_fit,s007483,g007455
fold_5,meta_fit,s007484,g007455
fold_5,meta_fit,s007485,g007455
fold_5,meta_fit,s007486,g007455
fold_5,meta_fit,s007487,g007455
fold_5,meta_fit,s007488,g007455
fold_5,meta_fit,s007489,g007455
fold_5,meta_fit,s007490,g007455
fold_5,meta_fit,s007491,g007455
fold_5,meta_fit,s007492,g007455
fold_5,meta_fit,s007493,g007455
fold_5,meta_fit,s007494,g007455
fold_5,meta_fit,s007495,g007455
fold_5,meta_fit,s007496,g007455
fold_5,meta_fit,s007497,g007455
fold_5,meta_fit,s007498,g007455
fold_5,meta_fit,s007499,g007455
fold_5,meta_fit,s007500,g007455
fold_5,meta_fit,s007501,g007455
fold_5,meta_fit,s007502,g007455
fold_5,meta_fit,s007503,g007455
fold_5,meta_fit,s007504,g007455
fold_5,meta_fit,s007505,g007455
fold_5,meta_fit,s007506,g007455
fold_5,meta_fit,s007507,g007455
fold_5,meta_fit,s007508,g007455
fold_5,meta_fit,s007509,g007455
fold_5,meta_fit,s007510,g007455
fold_5,meta_fit,s007511,g007455
fold_5,meta_fit,s007512,g007455
fold_5,meta_fit,s007513,g007455
fold_5,meta_fit,s007514,g007455
fold_5,meta_fit,s007515,g007455
fold_5,meta_fit,s007516,g007455
fold_5,meta_fit,s007517,g007455
fold_5,meta_fit,s007518,g007455
fold_5,meta_fit,s007519,g007455
fold_5,meta_fit,s007520,g007455
fold_5,meta_fit,s007521,g007455
fold_5,meta_fit,s007522,g007455
fold_5,meta_fit,s007523,g007455
fold_5,meta_fit,s007524,g007455
fold_5,meta_fit,s007525,g007455
fold_5,meta_fit,s007526,g007455
fold_5,meta_fit,s007527,g007455
fold_5,meta_fit,s008886,g008885
fold_5,meta_fit,s008887,g008886
fold_5,meta_fit,s008890,g008889
fold_5,meta_fit,s008897,g008896
fold_5,meta_fit,s008909,g008908
fold_5,meta_fit,s008918,g008917
fold_5,meta_fit,s008923,g008922
fold_5,meta_fit,s008926,g008925
fold_5,meta_fit,s008932,g008931
fold_5,meta_fit,s008943,g008942
fold_5,meta_fit,s008944,g008943
fold_5,meta_fit,s008947,g008946
fold_5,meta_fit,s008949,g008948
fold_5,meta_fit,s008961,g008960
fold_5,meta_fit,s008964,g008963
fold_5,meta_fit,s008986,g005288
fold_5,meta_fit,s008988,g002089
fold_5,meta_fit,s009000,g005993
fold_5,meta_fit,s009002,g004750
fold_5,meta_fit,s009010,g005288
fold_5,meta_fit,s009019,g007124
fold_5,meta_fit,s009023,g005993
fold_5,meta_fit,s009027,g005926
fold_5,meta_fit,s009039,g004750
fold_5,meta_fit,s009046,g005993
fold_5,meta_fit,s009060,g005705
fold_5,meta_fit,s009067,g004750
fold_5,meta_fit,s009076,g004449
fold_5,meta_fit,s009077,g005288
fold_5,meta_fit,s009080,g005993
fold_5,meta_fit,s009087,g005705
fold_5,meta_fit,s009097,g005993
fold_5,meta_fit,s009103,g008896
fold_5,meta_fit,s009105,g005288
fold_5,meta_fit,s009113,g006431
fold_5,meta_fit,s009115,g005705
fold_5,meta_fit,s009116,g005288
fold_5,meta_fit,s009124,g005288
fold_5,meta_fit,s009125,g004070
fold_5,meta_fit,s009127,g005993
fold_5,meta_fit,s009129,g005993
fold_5,meta_fit,s009131,g005705
fold_5,meta_fit,s009138,g004750
fold_5,meta_fit,s009151,g002557
fold_5,meta_fit,s009175,g000608
fold_5,meta_fit,s009182,g005926
fold_5,meta_fit,s009189,g008917
fold_5,meta_fit,s009202,g002557
fold_5,meta_fit,s009209,g000608
fold_5,meta_fit,s009219,g004449
fold_5,meta_fit,s009237,g002089
fold_5,meta_fit,s009239,g005993
fold_5,meta_fit,s009264,g005705
fold_5,meta_fit,s009268,g005288
fold_5,meta_fit,s009273,g008960
fold_5,meta_fit,s009278,g002089
fold_5,meta_fit,s009292,g005993
fold_5,meta_fit,s009316,g004750
fold_5,meta_fit,s009322,g005288
fold_5,meta_fit,s009323,g005705
fold_5,meta_fit,s009332,g005288
fold_5,meta_fit,s009347,g002089
fold_5,meta_fit,s009354,g004070
fold_5,meta_fit,s009358,g005288
fold_5,meta_fit,s009367,g004750
fold_5,meta_fit,s009370,g005993
fold_5,meta_fit,s009373,g008942
fold_5,meta_fit,s009384,g004750
fold_5,meta_fit,s009385,g007455
fold_5,meta_fit,s009393,g004750
fold_5,meta_fit,s009419,g002089
fold_5,meta_fit,s009428,g006431
fold_5,meta_fit,s009450,g006431
fold_5,meta_fit,s009453,g005705
fold_5,meta_fit,s009461,g008948
fold_5,meta_fit,s009466,g005926
fold_5,meta_fit,s009469,g005705
fold_5,meta_fit,s009475,g004070
fold_5,meta_fit,s009484,g004750
fold_5,meta_fit,s009496,g005288
fold_5,meta_fit,s009501,g004750
fold_5,meta_fit,s009503,g005926
fold_5,meta_fit,s009508,g004750
fold_5,meta_fit,s009509,g005926
fold_5,meta_fit,s009510,g005926
fold_5,meta_fit,s009518,g005923
fold_5,meta_fit,s009521,g002089
fold_5,meta_fit,s009526,g003050
fold_5,meta_fit,s009530,g004750
fold_5,meta_fit,s009540,g002089
fold_5,meta_fit,s009554,g005705
fold_5,meta_fit,s009572,g005288
fold_5,meta_fit,s009574,g005705
fold_5,meta_fit,s009577,g005288
fold_5,meta_fit,s009580,g002557
fold_5,meta_fit,s009582,g005705
fold_5,meta_fit,s009583,g004070
fold_5,meta_fit,s009597,g005705
fold_5,meta_fit,s009599,g002089
fold_5,meta_fit,s009614,g004070
fold_5,meta_fit,s009632,g004449
fold_5,meta_fit,s009654,g002089
fold_5,meta_fit,s009662,g002089
fold_5,meta_fit,s009663,g005993
fold_5,meta_fit,s009678,g008886
fold_5,meta_fit,s009692,g002089
fold_5,meta_fit,s009700,g005288
fold_5,meta_fit,s009749,g007124
fold_5,meta_fit,s009750,g005993
fold_5,meta_fit,s009751,g005705
fold_5,meta_fit,s009755,g005705
fold_5,meta_fit,s009761,g005926
fold_5,meta_fit,s009767,g002629
fold_5,meta_fit,s009768,g005926
fold_5,meta_fit,s009788,g005705
fold_5,meta_fit,s009799,g005288
fold_5,meta_fit,s009806,g002089
fold_5,meta_fit,s009810,g002089
fold_5,meta_fit,s009816,g004070
fold_5,meta_fit,s009823,g004070
fold_5,meta_fit,s009824,g005993
fold_5,meta_fit,s009825,g005705
fold_5,meta_fit,s009827,g005926
fold_5,meta_fit,s009830,g005288
fold_5,meta_fit,s009831,g002089
fold_5,meta_fit,s009833,g002089
fold_5,meta_fit,s009853,g004070
fold_5,meta_fit,s009909,g008943
fold_5,meta_fit,s009911,g004750
fold_5,meta_fit,s009917,g005288
fold_5,meta_fit,s009918,g002557
fold_5,meta_fit,s009924,g005705
fold_5,meta_fit,s009935,g004750
fold_5,meta_fit,s009943,g005288
fold_5,meta_fit,s009950,g004449
fold_5,meta_fit,s009956,g002089
fold_5,meta_fit,s009976,g005288
fold_5,meta_fit,s009982,g004750
fold_5,meta_fit,s009989,g008946
fold_5,meta_fit,s010010,g005288
fold_5,meta_fit,s010012,g002089
fold_5,meta_fit,s010014,g005993
fold_5,meta_fit,s010016,g005993
fold_5,meta_fit,s010023,g005705
fold_5,meta_fit,s010027,g005993
fold_5,meta_fit,s010028,g005705
fold_5,meta_fit,s010036,g005993
fold_5,meta_fit,s010064,g005993
fold_5,meta_fit,s010069,g007197
fold_5,meta_fit,s010084,g005926
fold_5,meta_fit,s010098,g002557
fold_5,meta_fit,s010100,g008963
fold_5,meta_fit,s010102,g005288
fold_5,meta_fit,s010106,g004750
fold_5,meta_fit,s010130,g004750
fold_5,meta_fit,s010143,g008925
fold_5,meta_fit,s010147,g008931
fold_5,meta_fit,s010161,g004750
fold_5,meta_fit,s010168,g008908
fold_5,meta_fit,s010175,g005993
fold_5,meta_fit,s010178,g004070
fold_5,meta_fit,s010180,g002089
fold_5,meta_fit,s010195,g000848
fold_5,meta_fit,s010197,g005288
fold_5,meta_fit,s010204,g008885
fold_5,meta_fit,s010207,g003050
fold_5,meta_fit,s010216,g000848
fold_5,meta_fit,s010223,g004070
fold_5,meta_fit,s010258,g002089
fold_5,meta_fit,s010264,g005705
fold_5,meta_fit,s010274,g004449
fold_5,meta_fit,s010278,g005288
fold_5,meta_fit,s010292,g002089
fold_5,meta_fit,s010301,g004750
fold_5,meta_fit,s010302,g002557
fold_5,meta_fit,s010327,g005705
fold_5,meta_fit,s010369,g008889
fold_5,meta_fit,s010380,g002089
fold_5,meta_fit,s010381,g000848
fold_5,meta_fit,s010390,g005288
fold_5,meta_fit,s010400,g002089
fold_5,meta_fit,s010428,g002089
fold_5,meta_fit,s010429,g005993
fold_5,meta_fit,s010434,g005705
fold_5,meta_fit,s010441,g002089
fold_5,meta_fit,s010442,g005993
fold_5,meta_fit,s010443,g005288
fold_5,meta_fit,s010444,g005288
fold_5,meta_fit,s010466,g005288
fold_5,meta_fit,s010470,g005288
fold_5,meta_fit,s010476,g003050
fold_5,meta_fit,s010488,g005926
fold_5,meta_fit,s010490,g005288
fold_5,meta_fit,s010502,g002557
fold_5,meta_fit,s010509,g005288
fold_5,meta_fit,s010514,g005705
fold_5,meta_fit,s010516,g002557
fold_5,meta_fit,s010523,g002089
fold_5,meta_fit,s010535,g003050
fold_5,meta_fit,s010539,g004070
fold_5,meta_fit,s010548,g005923
fold_5,meta_fit,s010551,g005288
fold_5,meta_fit,s010556,g005705
fold_5,meta_fit,s010562,g005926
fold_5,meta_fit,s010563,g002089
fold_5,meta_fit,s010567,g002089
fold_5,meta_fit,s010585,g008922
fold_5,meta_fit,s010588,g005288
fold_5,meta_fit,s010590,g004750
fold_5,meta_fit,s010597,g004070
fold_5,meta_fit,s010599,g004750
fold_5,meta_fit,s010604,g004750
fold_5,meta_fit,s010610,g002089
fold_5,meta_fit,s010620,g005288
fold_5,meta_fit,s010623,g002089
fold_5,meta_fit,s010625,g005926
fold_5,meta_fit,s010647,g004070
fold_5,meta_fit,s010649,g005993
fold_5,meta_fit,s010654,g005288
fold_5,meta_fit,s010659,g004750
fold_5,meta_fit,s010665,g005705
fold_5,meta_fit,s010678,g005705
fold_5,meta_fit,s010685,g004070
fold_5,meta_fit,s010707,g005993
fold_5,meta_fit,s010715,g004750
fold_5,meta_fit,s010733,g005288
fold_5,meta_fit,s010740,g004070
fold_5,meta_fit,s010741,g007014
fold_5,meta_fit,s010747,g002089
fold_5,meta_fit,s010755,g002089
fold_5,meta_fit,s010787,g010786
fold_5,meta_fit,s010798,g010797
fold_5,meta_fit,s010804,g010803
fold_5,meta_fit,s010816,g010815
fold_5,meta_fit,s010826,g010825
fold_5,meta_fit,s010832,g010831
fold_5,meta_fit,s010839,g010838
fold_5,meta_fit,s010848,g010847
fold_5,meta_fit,s010859,g010858
fold_5,meta_fit,s010870,g004750
